tweet_id,tweet_text,polarity
34,"RT @BJP4SuratCity: Prime Minister Shri Narendra Modi will deliver the keynote address at the 5th edition of VivaTech on 16th June 2021.

Wa…",negative
35,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…",positive
36,"RT @srivatsayb: 56-inch Narendra 'Jumla' Modi
🔸Lal Aankh to China
🔸Merciless against Italian Marines
🔸Bangladeshis are Termites

0.56-inch…",positive
37,"RT @ttindia: The government should practise in India what it preaches to the world, Congress leader P Chidambaram said on Monday, a day aft…",negative
38,"Amid her battle with cancer, Kirron Kher gets greetings from Prime Minister Narendra Modi wishing her long life and… https://t.co/ZIvfjro2k6",negative
39,"RT @ratanPa100800: PM Modi at UN: India working towards restoring 2.6 crore hectares of degraded land by 2030
https://t.co/r1vAobdU5d

#BJP…",negative
40,@sudeshna2104 @RMCpost Two award one is @NobelPrize and other one is @PulitzerPrizes for exemplary literature work… https://t.co/YOJNsY66Pw,positive
41,"Amid her battle with cancer, Kirron Kher gets greetings from Prime Minister Narendra Modi wishing her long life and… https://t.co/IYh8HIgPsP",negative
42,PM Narendra Modi to deliver keynote address at VivaTech https://t.co/GIJSUt7aPX,positive
43,"RT @ChinarcorpsIA: On 16 Dec 2020, Prime Minister Narendra Modi @PMOIndia lit the ‘Swarnim Vijay Mashaal’ at National War Memorial, Delhi.…",positive
44,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…",positive
45,Looking forward to working with PM Modi to further develop ‘unique and warm relations’: new Israeli PM Naftali Benn… https://t.co/lACK6ghWg6,positive
46,"RT @StudentsGang: Request you to tag PMO and Narendra Modi.

 #PostponeNEETUGtillOctober https://t.co/GgtSuoCtFM",positive
47,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…",positive
48,"RT @srivatsayb: 56-inch Narendra 'Jumla' Modi
🔸Lal Aankh to China
🔸Merciless against Italian Marines
🔸Bangladeshis are Termites

0.56-inch…",positive
49,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…",positive
50,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…",positive
51,"Amid her battle with cancer, Kirron Kher gets greetings from Prime Minister Narendra Modi wishing her long life and… https://t.co/VBYbSWToCc",negative
52,"RT @srivatsayb: 56-inch Narendra 'Jumla' Modi
🔸Lal Aankh to China
🔸Merciless against Italian Marines
🔸Bangladeshis are Termites

0.56-inch…",positive
53,"RT @krishna94539696: Amid her battle with cancer, Kirron Kher gets greetings from Prime Minister Narendra Modi wishing her long life and go…",negative
54,"RT @RavinderKapur2: Top scorers :
Cooking oil  : 220 +
Petrol           :  105 +
Diesel          :  100 +
L k Advani. :     96 +
INR.…",positive
55,Looking forward to working with PM Modi to further develop ‘unique and warm relations’: new Israeli PM Naftali Benn… https://t.co/O5inBP7KEI,positive
56,"RT @RavinderKapur2: Top scorers :
Cooking oil  : 220 +
Petrol           :  105 +
Diesel          :  100 +
L k Advani. :     96 +
INR.…",positive
57,"Hon’ble Prime Minister Shri Narendra Modi addressing Vivatech via conferencing today evening. 

Through this forum,… https://t.co/YsTDmokzrs",positive
58,@SinghSwaiman It’s really shameful step taken by Hindu militants against minorities and breaked all the boundaries… https://t.co/cGMjFHQFr6,neutral
59,"RT @CrescentDome: She is Mansi Soni

#MansiSoni was in 20s, she was #SnoopGate by #AmitShah on instructions of Narendra Modi, then CM of #G…",positive
60,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…",positive
61,RT @ANI: Prime Minister Narendra Modi will deliver the keynote address at the 5th edition of VivaTech on 16th June https://t.co/YziNOGGKw6,negative
62,"RT @vinay1011: PM to deliver Keynote address at the 5th edition of VivaTech on 16th June
https://t.co/7Ki1fVB02v

via NaMo App https://t.co…",neutral
63,"RT @ANI: Madhya Pradesh CM Shivraj Singh Chouhan says he will meet Prime Minister Narendra Modi in Delhi tomorrow

(file photo) https://t.c…",positive
64,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…",positive
65,"RT @CrescentDome: She is Mansi Soni

#MansiSoni was in 20s, she was #SnoopGate by #AmitShah on instructions of Narendra Modi, then CM of #G…",positive
66,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…",positive
67,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…",positive
68,"Amid her battle with cancer, Kirron Kher gets greetings from Prime Minister Narendra Modi wishing her long life and… https://t.co/C29yn1PFta",negative
69,RT @mannkibaat: PM Shri Narendra Modi invites you to share your ideas and suggestions on topics he should address in the upcoming edition o…,positive
70,"RT @priyathedentico: And someone said Naftali Bennett did not acknowledge modijis congratulatory message

Looking forward to working with P…",negative
71,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…",positive
72,"Good morning Israel .
Good morning pm Israel. Congratulations Naftali Bennet .,, Amen ,, 

Looking forward to worki… https://t.co/iYSl3mW6fn",positive
73,Looking forward to working with PM Modi to further develop ‘unique and warm relations’: new Israeli PM Naftali Benn… https://t.co/WDAkIIzDOz,positive
74,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…",positive
75,"Amid her battle with cancer, Kirron Kher gets greetings from Prime Minister Narendra Modi wishing her long life and… https://t.co/9aFv0xB7O3",negative
76,RT @amishra77: My new article in @gulf_news - The Strengthening of India's federal structure in the 7 year tenure of Prime Minister Modi.…,neutral
77,Looking forward to working with PM Modi to further develop ‘unique and warm relations’: new Israeli PM Naftali Benn… https://t.co/ViUV5tGQFi,positive
78,"RT @mannkibaat: PM Shri Narendra Modi will deliver the keynote address at the 5th edition of VivaTech today.

VivaTech is one of the larges…",positive
79,"RT @TanveerAnas: @kapsology Details about #SnoopGate is available in this report of @free_thinker 

Thanks to @cobrapost for the expose.

h…",neutral
80,PM Narendra Modi to deliver keynote address at VivaTech https://t.co/m7ZEVCugjr,positive
81,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…",positive
82,"RT @RavinderKapur2: Fake coronavirus tests may have helped to fuel the Indian outbreak !

~~ New York Times .~~

Since 2014 every thing abo…",neutral
83,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…",positive
84,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…",positive
85,"PM Modi at UN: India working towards restoring 2.6 crore hectares of degraded land by 2030
https://t.co/OHlyUM3O9K… https://t.co/rPBWw7zobh",negative
86,"RT @ChinarcorpsIA: On 16 Dec 2020, Prime Minister Narendra Modi @PMOIndia lit the ‘Swarnim Vijay Mashaal’ at National War Memorial, Delhi.…",positive
87,"Good morning Israel .
Good morning pm in Israel Naftali Bennet . Congratulations . Amen 

Looking forward to workin… https://t.co/SZ0v8h6sdt",positive
88,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…",positive
89,"Hon'ble PM of India: PLIGHT OF THE BANK RETIREES - URGENCY TO CONSTITUTE ""BANKING PAY COMMISSION"" - Sign the Petiti… https://t.co/0THDgIRCsm",neutral
90,"RT @ChinarcorpsIA: On 16 Dec 2020, Prime Minister Narendra Modi @PMOIndia lit the ‘Swarnim Vijay Mashaal’ at National War Memorial, Delhi.…",positive
91,RT @Deepakkhatri812: @srivatsayb Narendra Modi has nothing to do with inflation as he is wasting public money in the Prime Minister's resid…,negative
92,RT @vizhpuneet: @geetv79 @rohini_sgh India Is No Longer a Democracy but an 'Electoral Autocracy': Swedish Institute https://t.co/ChekeXszh4,neutral
93,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…",positive
94,@Interceptors No action ... Legal position is same ... Only Government can initiate action under relevant sections… https://t.co/Jlt5nHMRnG,negative
95,RT @vizhpuneet: @geetv79 @rohini_sgh India Is No Longer a Democracy but an 'Electoral Autocracy': Swedish Institute https://t.co/ChekeXszh4,neutral
96,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…",positive
97,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…",positive
98,"RT @eMayank_chaubey: In last 10 years, around 30 lakh hectares of forest cover added in India: PM Modi at UN
https://t.co/FRNY8dsYx0 https:…",positive
99,"RT @StudentsGang: Request you to tag PMO and Narendra Modi.

 #PostponeNEETUGtillOctober https://t.co/GgtSuoCtFM",positive
100,"RT @ChinarcorpsIA: On 16 Dec 2020, Prime Minister Narendra Modi @PMOIndia lit the ‘Swarnim Vijay Mashaal’ at National War Memorial, Delhi.…",positive
