tweet_id,tweet_text,polarity
37,RT @haileygmarie: i love my bf so much. i haven’t felt this happy in so long 😁,positive
38,"i feel happy that it’s my birthday for the first time in years :,))) gn",positive
39,RT @FILMDILFS: happy birthday oscar isaac https://t.co/xvVWHHJ0su,positive
40,RT @DixPeyton: happy international women’s day to her https://t.co/p30nh2OucN,positive
41,RT @FKAkai_: happy international women’s day to the baddest bitches alive https://t.co/2ysgTBAwXk,positive
42,"When you're happy,",positive
43,"@kweeenella Dressed up and straight hair

HAPPY 30K FOLLOWERS ELLA",positive
44,"im always here for you !
   and i really mean that . whenever you need to talk im more than happy to . https://t.co/FA3bHbKAA5",positive
45,RT @ssajayi: Happy international women’s day to these two women. https://t.co/CzPTTbKFVG,positive
46,All I want is girlfriend happy and warm and shotas to be spoiled.,positive
47,RT @da_keebabyy01: I can sit in my room for hours and be happy as hell lol. Y’all need to learn how to be alone.,positive
48,RT @ahemyg: these photos just make me happy. https://t.co/ocJNKw6hR4,positive
49,@BTS_twt Happy Birthday Yoongi!,positive
50,@temitopepr Happy birthday,positive
51,"RT @aegyodobby: they're the happiest now, i know. i'm so happy for them too. j-line is going back home 😭 https://t.co/yX1uQnKQdl",positive
52,"Happy first sunday of lent, from my side",positive
53,The moment we all of them enjoyed. Happy Birthday mama https://t.co/fbqlHKPGtJ,positive
54,"RT @hblswag: Haruto reunited with his family. I'm so happy. 🤗 Also, welcome home, Ruru 
ctto
#TREASURE @treasuremembers 
WELCOME HOME J-LIN…",positive
55,"RT @xavierofficials: not happy, not sad. just empty, like my wallet.",negative
56,"RT @iamMaryamRosy: Happy To Release Special Birthday for Our Thalapathy Fan @vijayblood2 Birthday 🥳🎂🎊🎉

Designs By @ThalapathyNiyas  😍😎💥

W…",positive
57,"RT @itsRidhs: @awaazzz Good morning brother!
Have a happy happy day.
No Politics In SSR Case",positive
58,"RT @EllaWWtrends: Reminder.

Don't forget to use our tag everytime you will tweet. Also, three words every tweet. 

HAPPY 30K FOLLOWERS ELLA",neutral
59,RT @VH1PNUT___: DO WHATEVER MAKES YOU HAPPY. JUST DON'T SMOKE CRACK,positive
60,"RT @FallonTonight: Happy birthday, SUGA! 🥳💜

#HappyBirthdayYoongi https://t.co/rSil9LKK3F",positive
61,RT @coconut_cam: GoPro Charlie! Happy lion dog TongueOut Tuesday! 🐶👅🦁👅🤪😎 #tongueouttuesday #coconutcam #goprodogs #goprocharlie #shihtzu #l…,positive
62,Happy Day By Tim Hughes - RMX By Dj Subb,positive
63,@AngelaLynnette_ Happy birthdaaaay Ang!!!!!,positive
64,"RT @EllaWWOfficial: Welcome sa mga new members!

HAPPY 30K FOLLOWERS ELLA",positive
65,RT @milkymengs: JAPANESE FANSITES ARE SO HAPPY TOO. IT'S THEIR TIME 📸 ♥️,positive
66,"RT @yedaminoona: Mashiho can finally play with Kotetsu again.
Asahi can now personally bond with his baby sister.
Haruto can eat his mom's…",positive
67,@MfokaTotoVuka Happy birthday,positive
68,"RT @aegyodobby: mashiho's eyes don't lie, he's so happy 🥺🥺
#마시호 #マシホ @treasuremembers https://t.co/kwRXPskspC",positive
69,RT @milkymengs: mashiho is the one and only child being away from his parents for a years and now finally home. His parents must be so happ…,positive
70,"RT @akoposiczarina: not happy, not sad. just empty, like my wallet.",negative
71,"RT @konic_keso: happy lunchtime to my fellow filokonics. have you been streaming? share me your setup!

IKON MAKES ME PROUD
#iKON #아이콘 @YG_…",positive
72,"HAPPY 1M VIEWS @SB19Official
#SB19WHATMVOutNow 
https://t.co/VeAYtvmQud",positive
73,"RT @achyuta_samanta: I was raised by my mother, a feminist and a bold woman who always taught me to dream big. This day belongs to all the…",positive
74,RT @bigdaddyvinz: You can be single and still be HAPPY! Don't let anyone decieve you,positive
75,"RT @kweeenella: This or That. Beauty edition.
Reply with a tag

HAPPY 30K FOLLOWERS ELLA https://t.co/1RTYeTI3Ti",positive
76,"RT @ValaAfshar: To reduce stress, start sooner. To be happy, learn to finish what you started.",negative
77,"Tenma &amp; Sasha Mangá Moment

A redraw of a very cute scene between these two ❤️

Happy birthday, Sasha!

#SaintSeiya… https://t.co/QQuEqTzzGu",positive
78,"RT @lai_guanlin2001: He's really so happy while recording, I'm so proud of Kuanlin ❤️ he really loves singing https://t.co/ETlvKFv6OL",positive
79,"RT @ChristusX: Happy one million views 'What?'

In just 17 hours and 52 minutes. 🔥

REQUEST @SB19Official @MTV #FridayLivestream 

STREAM S…",neutral
80,RT @rashtrapatibhvn: I am happy to know that 65 percent of the students in this university are women. Our daughters and sisters are breakin…,positive
81,RT @Fitz_mash: Happy birthday @__Modhanalo blessings and all things dope to you,positive
82,Happy 52nd B-Day to Journalist Cecily Tynan!,positive
83,RT @kevinjonas: Happy for my friend getting into the NFT space.  WooHooo to the moooooon 🚀,positive
84,"RT @httphearts: whatever i'm doing 5 years from now, i just hope i'm happy.",positive
85,"@deviuswastaken you.
yes u
thamk u for always being there even when im a wreck ilysm /p i cant describe itf
seeing… https://t.co/DzYlNJ4Y1a",negative
86,"Happy na Birthday pa! 🎉🎂 Cheers 🍻😘💕

#ดราก้อนจุง #กองพลโวโด้ #钟阿晨 
#AsiaSuperYoung #亚洲超星团 #20BesideJoong https://t.co/zz5uED5BAc",positive
87,"RT @eveforward: Rage, rage against the dying of the light https://t.co/cE5IJWBW1E",neutral
88,RT @ahemyg: these photos just make me happy. https://t.co/ocJNKw6hR4,positive
89,RT @ShivAroor: Wishing the men of INS Karanj happy hunting as Scorpène submarine No.3 is commissioned into the @IndianNavy this morning in…,positive
90,"How do y’all h8 on y’all friends? 🤔😂 I be happy af when my friends look good YASSSS BTCH FCK IT UP 
🗣😍😂",positive
91,@netgenius Happy birthday bro. Here's to many more good ones 🎊,positive
92,RT @Sweet__Dandy: When youre happy but then anxiety kicks in. https://t.co/Rf8R5aUvUf,positive
93,@HallyuHaven_PH Happy One Month!!!🥳🥳🎉🎉,positive
94,@SMii7Y Happy Birthday,positive
95,RT @shiraisinspired: Happy international women’s day!! Here’s a reminder that ADHD is disproportionately under-diagnosed in girls and women…,positive
96,@5kylord Happy birthday,positive
97,Happy. Today was a good day 💕,positive
98,"@PatrickE34 Happy Bio-Gel-Pack Birthday, Mister Patrick! &lt;3 https://t.co/7FMjtBiG5i",positive
99,RT @Iyervval: Taiwan apparently won’t have access to vaccines till the 3rd quarter of 2021. Indian which is happy to send vaccines to an an…,positive
100,@ahhlexah happy birthday !! 🤎,positive
