tweet_id,tweet_text,polarity
20,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…",neutral
21,RT @ANI: Prime Minister Narendra Modi arrives at Parliament to participate in the BJP parliamentary party meeting https://t.co/P7wZZrofaA,positive
22,"RT @vikramaditya_JK: Attended the book release by Prime Minister Shri Narendra Modi Ji, Dr. Karan Singh Ji and Lt. Governor of J&amp;K Shri Man…",positive
23,"#India_With_PM_Modi

I Hear Heart beat of Poor
I Feel for Son of Poor Mother
I live Life of Down Trodden
I Respect… https://t.co/QcNUwiVIri",negative
24,"RT @vikramaditya_JK: Attended the book release by Prime Minister Shri Narendra Modi Ji, Dr. Karan Singh Ji and Lt. Governor of J&amp;K Shri Man…",positive
25,RT @vBMtp14kC2paL9I: Tripura experiencing change with 'double engine' government: PM Narendra Modi   https://t.co/78cQ2jGNeZ,neutral
26,"RT @vikramaditya_JK: Attended the book release by Prime Minister Shri Narendra Modi Ji, Dr. Karan Singh Ji and Lt. Governor of J&amp;K Shri Man…",positive
27,"RT @FltLtAnoopVerma: Best part of Narendra Modi, he doesn’t have to go to Temples during elections coz he wears his religion on his sleeves…",positive
28,"RT @ANI: Prime Minister Narendra Modi releases 11 volumes of the manuscript with commentaries by 21 scholars on shlokas of Bhagavad Gita

J…",positive
29,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
30,"RT @FltLtAnoopVerma: Best part of Narendra Modi, he doesn’t have to go to Temples during elections coz he wears his religion on his sleeves…",positive
31,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
32,"RT @davidfrawleyved: Narendra Modi is the most popular democratically elected leader in the world since 2014. And in India, the world’s lar…",neutral
33,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
34,"RT @ArunSharma_Says: Dr Manmohan Singh was a STRONGER Prime Minister than Narendra Modi!

RT if you agree ......",positive
35,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
36,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
37,"RT @sneheshphilip: Breaking: 

First #QUAD Leaders’ Virtual Summit on 12 March. 
 
Prime Minister Narendra Modi will be participating, alon…",positive
38,RT @ANI: Prime Minister Narendra Modi arrives at Parliament to participate in the BJP parliamentary party meeting https://t.co/P7wZZrofaA,positive
39,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
40,NEW DELHI: Prime Minister Narendra Modi on Wednesday lauded the Central Industrial Security Force on its raising da… https://t.co/0kprCEEIEv,neutral
41,"RT @drajoykumar: BJP's Publicity- 4500 Cr
Plane travel cost -4000 cr
BJP office in Delhi- 700 Cr
Narendra Modi Stadium- 800 Cr
Statue of Un…",negative
42,RT @ANI: Prime Minister Narendra Modi arrives at Parliament to participate in the BJP parliamentary party meeting https://t.co/P7wZZrofaA,positive
43,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
44,"RT @VermaDaksha2000: Double face of Narendra Modi
2016 Assembly elections : Narendra  asked people to vote OUT the corrupt Mukul Roy, Shuve…",positive
45,RT @ANI: Prime Minister Narendra Modi arrives at Parliament to participate in the BJP parliamentary party meeting https://t.co/P7wZZrofaA,positive
46,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
47,Tripura experiencing change with 'double engine' government: PM Narendra Modi   https://t.co/78cQ2jGNeZ,neutral
48,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
49,"RT @ANI: Prime Minister Narendra Modi greets CISF personnel on their Raising Day. ""Their role in furthering national safety and progress is…",positive
50,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
51,"Tripura experiencing change with 'double engine' government: PM Narendra Modi 
https://t.co/SgvFbb1TgQ

via NaMo App https://t.co/FMltAJcOkn",neutral
52,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
53,"RT @56perumal: With Quad in focus, PM Narendra Modi, Japan PM Suga Yoshide hold talks over phone https://t.co/kI8e5VSqwH",neutral
54,RT @cbawankule: Hon. Prime Minister Narendra Modi arrives at Parliament to participate in the BJP parliamentary party meeting https://t.co/…,positive
55,"The new edition of #ExamWarriors touches themes like mental health, goal-setting, going beyond the classroom and mu… https://t.co/Fm82Uz89qP",neutral
56,Prime Minister Narendra Modi arrives at Parliament to participate in the BJP parliamentary party meeting. (ANI)… https://t.co/fYdQpjeboH,positive
57,"Prime Minister Narendra Modi arrives at Parliament to participate in the BJP parliamentary party meeting

#India… https://t.co/BIOKnXGXkL",positive
58,"RT @ranjeet1710: #India_With_PM_Modi
Prime Minister Narendra Modi arrives at Parliament to participate in the BJP parliamentary party meeti…",positive
59,"With Quad in focus, PM Narendra Modi, Japan PM Suga Yoshide hold talks over phone https://t.co/kI8e5VSqwH",neutral
60,"RT @bainjal: The Modi Shah model of CM’s nominated by them not working for Bjp. “Narendra, Trivendra, Devendra” slogan kaput as Fadnavis &amp;…",negative
61,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
62,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
63,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
64,"RT @VermaDaksha2000: Double face of Narendra Modi
2016 Assembly elections : Narendra  asked people to vote OUT the corrupt Mukul Roy, Shuve…",positive
65,"RT @VermaDaksha2000: Double face of Narendra Modi
2016 Assembly elections : Narendra  asked people to vote OUT the corrupt Mukul Roy, Shuve…",positive
66,"RT @bainjal: The Modi Shah model of CM’s nominated by them not working for Bjp. “Narendra, Trivendra, Devendra” slogan kaput as Fadnavis &amp;…",negative
67,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
68,"""The administration has insulted us... Where are the powers Prime Minister Narendra Modi had promised before the fi… https://t.co/Hge1B9a2kD",positive
69,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
70,Dear PM (Narendra Modi) sir I request you kindly allow vaccination for all in major affected area of india.,neutral
71,@qaisarsa @ShashiTharoor @PMOIndia @narendramodi @rashtrapatibhvn @qaisarsa do u know how minorities were treated i… https://t.co/n9iHwCuoVx,positive
72,"Tripura experiencing change with 'double engine' government: PM Narendra Modi 
https://t.co/9NQF14idug

via NaMo App https://t.co/IOoYSzwE0X",neutral
73,BJP is a CULT and Narendra Modi is a RAGE. Ok Kangana 🥴 https://t.co/SpSG2BLW49,positive
74,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
75,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
76,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
77,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
78,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
79,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
80,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
81,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
82,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
83,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
84,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
85,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
86,"RT @ranjeet1710: #India_With_PM_Modi
Prime Minister Narendra Modi arrives at Parliament to participate in the BJP parliamentary party meeti…",positive
87,"RT @FltLtAnoopVerma: Best part of Narendra Modi, he doesn’t have to go to Temples during elections coz he wears his religion on his sleeves…",positive
88,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
89,"RT @ranjeet1710: #India_With_PM_Modi
Prime Minister Narendra Modi arrives at Parliament to participate in the BJP parliamentary party meeti…",positive
90,RT @KhaledBeydoun: Narendra Modi is threatening to deport Rohingya Muslims in #India - who endured ethnic cleaning in Myanmar - back to Mya…,neutral
91,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
92,RT @ashokgehlot51: Attended the meeting of the National Committee for commemoration of 75th Anniversary of India's Independence under chair…,positive
93,RT @ANI: Prime Minister Narendra Modi arrives at Parliament to participate in the BJP parliamentary party meeting https://t.co/P7wZZrofaA,positive
94,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
95,"RT @FltLtAnoopVerma: Best part of Narendra Modi, he doesn’t have to go to Temples during elections coz he wears his religion on his sleeves…",positive
96,RT @JantaKaReporter: Subramanian Swamy says BJP must address 'growing consensus abroad’ about Prime Minister Narendra Modi’s image as dicta…,neutral
97,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
98,"PM Narendra Modi buys tribal painting on Women's Day to support 'Nari Shakti'
https://t.co/MFNWn0PW7D

via NaMo App https://t.co/2Nb6CMnBOZ",neutral
99,"International Women's Day: PM Modi buys products to celebrate 'enterprise, creativity, India's culture'… https://t.co/I8IKvOzicw",neutral
100,RT @KanganaTeam: Looking at the current situation in the country it can be said that BJP is not a political party anymore it is a CULT and…,positive
