tweet_id,tweet_text
76,"If your a Messi + ICT fan, your a 🐐 person in my book."
77,"RT @majidhabib39: Who's your GOAT between Cristiano Ronaldo and Messi?

Rt 🔃 Ronaldo    Like ❤️ Messi 

#PORHUN https://t.co/PSWXcm4ccq"
78,RT @MrFilipeOrlando: Before Cristiano Ronaldo Portugal never reached an international final. Before Lionel Messi Argentina have reached 32…
79,RT @MrFilipeOrlando: Before Cristiano Ronaldo Portugal never reached an international final. Before Lionel Messi Argentina have reached 32…
80,RT @AbijitG: Ofcourse Ronaldo had to score twice after Messi scored one in Copa.
81,@_divyarathod This tweet is as senseless as the debate Ronaldo &gt; Messi
82,@KartikGurav10 Messi is love 🤍
83,RT @ConnCFC: There is no shame being the second best footballer of all time behind Messi. If anything Ronaldo deserves massive credit for e…
84,RT @MrFilipeOrlando: Before Cristiano Ronaldo Portugal never reached an international final. Before Lionel Messi Argentina have reached 32…
85,"RT @CF_Comps9: Lionel Messi - The Worlds Greatest Free Kick Taker 🎯 

 https://t.co/WHmdSF6Jj3"
86,RT @ethancleverly10: Just a friendly reminder that its 2021 and Lionel Messi is still by far the greatest player of all time https://t.co/z…
87,RT @MrFilipeOrlando: Before Cristiano Ronaldo Portugal never reached an international final. Before Lionel Messi Argentina have reached 32…
88,"RT @ronaldocomps: Messi has 1 official open play goal for Argentina in the last 1085 days, Ronaldo has 1 for Portugal in the last 2 hours..."
89,@MasonEzenwa ion need to watch it. i watched them in their prime. messi is better.
90,"Rest G! No one comes close to Messi, the real GOAT🐐 https://t.co/fxEvkzNYaf"
91,RT @MrFilipeOrlando: Before Cristiano Ronaldo Portugal never reached an international final. Before Lionel Messi Argentina have reached 32…
92,RT @MrFilipeOrlando: Before Cristiano Ronaldo Portugal never reached an international final. Before Lionel Messi Argentina have reached 32…
93,RT @Er_jasbharti: When you Buy Neymar Ronaldo And messi From Chor Bazaar https://t.co/2XdODl0ViZ
94,RT @MrFilipeOrlando: Lionel Messi played for the cameras and left the game with a draw. Cristiano Ronaldo played for the result and left th…
95,"RT @CrewsMat19: Stats after 923 games:

Messi 🇦🇷: 745 goals, 310 assists (1055 G/A)

Cristiano 🇵🇹: 662 goals, 204 assists (866 G/A) https:/…"
96,RT @Omojuwa: I watched Messi create THREE CLEAR chances yesterday that is team mates flunked. The difference between them is that Ronaldo c…
97,@bvb4E7 @OppChopp @flackoohh @OTD_Andre messi arguably the best player of all time still struggles with taking a pe… https://t.co/Xolt0CYo5z
98,"@EURO2020 @Heineken Ronaldo not bad, but Messi is excellent!👍👍👍"
99,"RT @N0ContexMessi: Messi goal against Chile 🔥 🤘
#CopaAmerica #Messi
https://t.co/7v4zZVSXLk"
100,"RT @total10i: Wasting this Messi’s pass is pure football terrorism 
https://t.co/gKyeoyJiaT"
