tweet_id,tweet_text,polarity
19,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
20,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
21,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
22,"RT @itsJeffTiedrich: the ""fuck your feelings"" crowd is sure having a lot of feelings about having to sit in jail. you know what? fuck their…",neutral
23,"RT @goldrushwalls: i just saw a tweet saying that its ""not nice"" for zayn to call the grammys out considering harry being nominated. do you…",positive
24,"RT @zaynspro: zayn                                 the weeknd
                              🤝
                       fuck the grammys https…",neutral
25,RT @_27stlil: Fake laughing at work is mentally exhausting please leave me the fuck alone 😂😂,positive
26,RT @starstucky: fuck a break up y'all ever seen a character get killed off just as they found happiness,negative
27,FUCK THE GRAMMYS!” &lt;3 “FUCK THE GRAMMYS!” ? :D “FUCK THE GRAMMYS!”!¡! ☆ “FUCK THE GRAMMYS!” ♡ “FUCK THE GRAMMYS!” ★… https://t.co/cYEDCiDdxq,neutral
28,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
29,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
30,"Fuck Buck House for life, lads.",positive
31,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
32,"RT @hyunjaefucker69: imagine it's the finale of kingdom, we are waiting for the stage, the spotlight comes on and there comes up ju haknyeo…",negative
33,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
34,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
35,PIERS HAS LEFT GMB WHAT THE FUCK,negative
36,"RT @sophieprinceton: What - and I can’t stress this enough - the fuck. 

HOW is this allowed, not only to happen in the first place, but to…",positive
37,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
38,RT @zquadstruggles: FUCK THE GRAMMYS,neutral
39,FUCK THE GRAMMYS.,neutral
40,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
41,RT @DI0RDIESEL: FUCK THE GRAMMYS ME AND MY HOMIES HATE THE MF GRAMMYS,neutral
42,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
43,"RT @18M0ONS: no fuck ""i'd die for him"" this generation isn't scared of death. Ill live for louis. Ill live my life to the fullest for him.",positive
44,RT @yukkonnie: thread of whatever the fuck you call this; https://t.co/mUhqDm7Na6,positive
45,@zquadstruggles FUCK THE GRAMMYS,neutral
46,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
47,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
48,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
49,"@BellisShelley @piersmorgan I'm here to tell you that you and Mr piers are both mad.
Piers insults and belittles an… https://t.co/318NoHOIxv",positive
50,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
51,"FUCK THE GRAMMYS
FUCK THE GRAMMYS
FUCK THE GRAMMYS
FUCK THE GRAMMYS 
FUCK THE GRAMMYS
FUCK THE GRAMMYS
FUCK THE GRA… https://t.co/xV3SrXpQos",neutral
52,i died in roblox fuck,negative
53,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
54,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
55,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
56,What if I just become a whore and just fuck to fuck,neutral
57,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
58,@malikfingers FUCK THE GRAMMYS hiod,neutral
59,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
60,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
61,Three fucking great albums and you got crickets. Fuck the Grammys! https://t.co/kMqn8LyzLT,positive
62,@lucyslarry FUCK THE GRAMMYS bestie,positive
63,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
64,RT @hawkhatesyou: tell people when they hurt u to simply fuck off,neutral
65,Fuck i love zayn,positive
66,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
67,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
68,"@zaynmalik Zayn here you said ""fuck"" too.",positive
69,RT @LilReese300: I tweet what I wanna tweet If you feel like it’s towards you then bitch you guilty cause I don’t give a fuck how you feel.…,neutral
70,"RT @Scattered211: “There are super spread caravans coming across our border,” 
@SteveScalise
 Racist assbag says what? Fuck all of this shi…",neutral
71,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
72,RT @genmnz: “i wanna see u” no u wanna fuck me,neutral
73,@zquadstruggles FUCK THE GRAMMYS,neutral
74,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
75,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
76,@RAINB3RRYDIESEL Fuck the grammys,neutral
77,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
78,@iHugSerim @itzywhoomps Beat the fuck out of it,neutral
79,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
80,FUCK U TUBBO 🖕 /lh,neutral
81,RT @tbslouiis: zayn’s gonna send in some “fuck u” cupcakes,negative
82,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
83,"Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination consideratio… https://t.co/mldjv56M8o",neutral
84,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
85,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
86,@ItsBinaYay WHAT TEH FUCK,positive
87,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
88,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
89,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
90,RT @91PROTOCOL: trend FUCK THE GRAMMYS for no reason apart from zayn said so,positive
91,"@SheisGolden25 FUCK THE GRAMMY'S

FUCK THEM BIG TIME

ZAYN DESERVES BETTER THAN THIS",positive
92,"RT @ArgyleLoz: The most toxic, poisonous rag in Britain @DailyMailUK asks of the Royal Family 'What have they done' fuck off, it's what you…",positive
93,"Absolutely disgusting. what the fuck is wrong with men, i just wanna know.🤢 https://t.co/VAFgtyH2IO",neutral
94,@RadioFreeTom @MalcolmNance This is a great example of how individualism has ruined our society. Just like the anti… https://t.co/bUuAJ87toi,positive
95,I’m moving to Colorado. You all drive like a fuck stick https://t.co/YEPy7yVXi9,positive
96,RT @torylanez: I can fuck the pain away,negative
97,I’m outside no hoodie fuck it,positive
98,RT @DI0RDIESEL: FUCK THE GRAMMYS https://t.co/9WWQsZ8wsw,neutral
99,"RT @zaynmalik: Fuck the grammys and everyone associated. Unless you shake hands and send gifts, there’s no nomination considerations. Next…",neutral
100,"@folklorefever It means: ""fuck cis straight men""",negative
