tweet_id,tweet_text
30,"Amid her battle with cancer, Kirron Kher gets greetings from Prime Minister Narendra Modi wishing her long life and… https://t.co/E7hXIFihcv"
31,"RT @yippeekiyay_dk: Good morning

Daily reminder : Sanghis are NOT Hindus. Narendra Modi is NOT India. And Chanda Chors are NOT Rambhakts."
32,RT @Ssandeep_RGSS: Prime Minister Narendra Modi could have replied to politics with politics. But count on him to stand and be counted and…
33,It was our Hon'ble PM Sri Narendra Modi Ji who put forth idea at  @UN General assembly in Sep'14 to observe… https://t.co/2RmAPHLOqx
34,"RT @BJP4SuratCity: Prime Minister Shri Narendra Modi will deliver the keynote address at the 5th edition of VivaTech on 16th June 2021.

Wa…"
35,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…"
36,"RT @srivatsayb: 56-inch Narendra 'Jumla' Modi
🔸Lal Aankh to China
🔸Merciless against Italian Marines
🔸Bangladeshis are Termites

0.56-inch…"
37,"RT @ttindia: The government should practise in India what it preaches to the world, Congress leader P Chidambaram said on Monday, a day aft…"
38,"Amid her battle with cancer, Kirron Kher gets greetings from Prime Minister Narendra Modi wishing her long life and… https://t.co/ZIvfjro2k6"
39,"RT @ratanPa100800: PM Modi at UN: India working towards restoring 2.6 crore hectares of degraded land by 2030
https://t.co/r1vAobdU5d

#BJP…"
40,@sudeshna2104 @RMCpost Two award one is @NobelPrize and other one is @PulitzerPrizes for exemplary literature work… https://t.co/YOJNsY66Pw
41,"Amid her battle with cancer, Kirron Kher gets greetings from Prime Minister Narendra Modi wishing her long life and… https://t.co/IYh8HIgPsP"
42,PM Narendra Modi to deliver keynote address at VivaTech https://t.co/GIJSUt7aPX
43,"RT @ChinarcorpsIA: On 16 Dec 2020, Prime Minister Narendra Modi @PMOIndia lit the ‘Swarnim Vijay Mashaal’ at National War Memorial, Delhi.…"
44,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…"
45,Looking forward to working with PM Modi to further develop ‘unique and warm relations’: new Israeli PM Naftali Benn… https://t.co/lACK6ghWg6
46,"RT @StudentsGang: Request you to tag PMO and Narendra Modi.

 #PostponeNEETUGtillOctober https://t.co/GgtSuoCtFM"
47,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…"
48,"RT @srivatsayb: 56-inch Narendra 'Jumla' Modi
🔸Lal Aankh to China
🔸Merciless against Italian Marines
🔸Bangladeshis are Termites

0.56-inch…"
49,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…"
50,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…"
51,"Amid her battle with cancer, Kirron Kher gets greetings from Prime Minister Narendra Modi wishing her long life and… https://t.co/VBYbSWToCc"
52,"RT @srivatsayb: 56-inch Narendra 'Jumla' Modi
🔸Lal Aankh to China
🔸Merciless against Italian Marines
🔸Bangladeshis are Termites

0.56-inch…"
53,"RT @krishna94539696: Amid her battle with cancer, Kirron Kher gets greetings from Prime Minister Narendra Modi wishing her long life and go…"
54,"RT @RavinderKapur2: Top scorers :
Cooking oil  : 220 +
Petrol           :  105 +
Diesel          :  100 +
L k Advani. :     96 +
INR.…"
55,Looking forward to working with PM Modi to further develop ‘unique and warm relations’: new Israeli PM Naftali Benn… https://t.co/O5inBP7KEI
56,"RT @RavinderKapur2: Top scorers :
Cooking oil  : 220 +
Petrol           :  105 +
Diesel          :  100 +
L k Advani. :     96 +
INR.…"
57,"Hon’ble Prime Minister Shri Narendra Modi addressing Vivatech via conferencing today evening. 

Through this forum,… https://t.co/YsTDmokzrs"
58,@SinghSwaiman It’s really shameful step taken by Hindu militants against minorities and breaked all the boundaries… https://t.co/cGMjFHQFr6
59,"RT @CrescentDome: She is Mansi Soni

#MansiSoni was in 20s, she was #SnoopGate by #AmitShah on instructions of Narendra Modi, then CM of #G…"
60,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…"
61,RT @ANI: Prime Minister Narendra Modi will deliver the keynote address at the 5th edition of VivaTech on 16th June https://t.co/YziNOGGKw6
62,"RT @vinay1011: PM to deliver Keynote address at the 5th edition of VivaTech on 16th June
https://t.co/7Ki1fVB02v

via NaMo App https://t.co…"
63,"RT @ANI: Madhya Pradesh CM Shivraj Singh Chouhan says he will meet Prime Minister Narendra Modi in Delhi tomorrow

(file photo) https://t.c…"
64,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…"
65,"RT @CrescentDome: She is Mansi Soni

#MansiSoni was in 20s, she was #SnoopGate by #AmitShah on instructions of Narendra Modi, then CM of #G…"
66,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…"
67,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…"
68,"Amid her battle with cancer, Kirron Kher gets greetings from Prime Minister Narendra Modi wishing her long life and… https://t.co/C29yn1PFta"
69,RT @mannkibaat: PM Shri Narendra Modi invites you to share your ideas and suggestions on topics he should address in the upcoming edition o…
70,"RT @priyathedentico: And someone said Naftali Bennett did not acknowledge modijis congratulatory message

Looking forward to working with P…"
71,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…"
72,"Good morning Israel .
Good morning pm Israel. Congratulations Naftali Bennet .,, Amen ,, 

Looking forward to worki… https://t.co/iYSl3mW6fn"
73,Looking forward to working with PM Modi to further develop ‘unique and warm relations’: new Israeli PM Naftali Benn… https://t.co/WDAkIIzDOz
74,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…"
75,"Amid her battle with cancer, Kirron Kher gets greetings from Prime Minister Narendra Modi wishing her long life and… https://t.co/9aFv0xB7O3"
76,RT @amishra77: My new article in @gulf_news - The Strengthening of India's federal structure in the 7 year tenure of Prime Minister Modi.…
77,Looking forward to working with PM Modi to further develop ‘unique and warm relations’: new Israeli PM Naftali Benn… https://t.co/ViUV5tGQFi
78,"RT @mannkibaat: PM Shri Narendra Modi will deliver the keynote address at the 5th edition of VivaTech today.

VivaTech is one of the larges…"
79,"RT @TanveerAnas: @kapsology Details about #SnoopGate is available in this report of @free_thinker 

Thanks to @cobrapost for the expose.

h…"
80,PM Narendra Modi to deliver keynote address at VivaTech https://t.co/m7ZEVCugjr
81,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…"
82,"RT @RavinderKapur2: Fake coronavirus tests may have helped to fuel the Indian outbreak !

~~ New York Times .~~

Since 2014 every thing abo…"
83,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…"
84,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…"
85,"PM Modi at UN: India working towards restoring 2.6 crore hectares of degraded land by 2030
https://t.co/OHlyUM3O9K… https://t.co/rPBWw7zobh"
86,"RT @ChinarcorpsIA: On 16 Dec 2020, Prime Minister Narendra Modi @PMOIndia lit the ‘Swarnim Vijay Mashaal’ at National War Memorial, Delhi.…"
87,"Good morning Israel .
Good morning pm in Israel Naftali Bennet . Congratulations . Amen 

Looking forward to workin… https://t.co/SZ0v8h6sdt"
88,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…"
89,"Hon'ble PM of India: PLIGHT OF THE BANK RETIREES - URGENCY TO CONSTITUTE ""BANKING PAY COMMISSION"" - Sign the Petiti… https://t.co/0THDgIRCsm"
90,"RT @ChinarcorpsIA: On 16 Dec 2020, Prime Minister Narendra Modi @PMOIndia lit the ‘Swarnim Vijay Mashaal’ at National War Memorial, Delhi.…"
91,RT @Deepakkhatri812: @srivatsayb Narendra Modi has nothing to do with inflation as he is wasting public money in the Prime Minister's resid…
92,RT @vizhpuneet: @geetv79 @rohini_sgh India Is No Longer a Democracy but an 'Electoral Autocracy': Swedish Institute https://t.co/ChekeXszh4
93,"RT @shekhar_tiwarii: Watch | Authoritarian at Home, Democrat Abroad, Who is the Real Narendra Modi?

@khanumarfa report

@thewire_in @thewi…"
94,@Interceptors No action ... Legal position is same ... Only Government can initiate action under relevant sections… https://t.co/Jlt5nHMRnG
95,RT @vizhpuneet: @geetv79 @rohini_sgh India Is No Longer a Democracy but an 'Electoral Autocracy': Swedish Institute https://t.co/ChekeXszh4
96,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…"
97,"RT @go4avinash: In the history of ""Bharatvarsh"", Congress is probably the first opposition party which is mocking elected Prime Minister of…"
98,"RT @eMayank_chaubey: In last 10 years, around 30 lakh hectares of forest cover added in India: PM Modi at UN
https://t.co/FRNY8dsYx0 https:…"
99,"RT @StudentsGang: Request you to tag PMO and Narendra Modi.

 #PostponeNEETUGtillOctober https://t.co/GgtSuoCtFM"
100,"RT @ChinarcorpsIA: On 16 Dec 2020, Prime Minister Narendra Modi @PMOIndia lit the ‘Swarnim Vijay Mashaal’ at National War Memorial, Delhi.…"
