tweet_id,tweet_text,polarity
29,RT @FKAkai_: happy international women’s day to the baddest bitches alive https://t.co/2ysgTBAwXk,positive
30,"RT @DrSatangNabaneh: @Banjakey @osjarju Happy belated birthday Val. I wish you abundant happiness and love. 

I saw this from 9 years. My l…",positive
31,RT @tinyskook: he's so happy and....😳 https://t.co/nJEHjfe0dW,positive
32,"IRELAND 🇮🇪. I'm so happy for you. #UsUnited all over the world.
🌏🌎🌍 https://t.co/0epimNaHb3",positive
33,Im so happy we moved to the west coast,negative
34,@Dy_Is_Here @MzTeri80 happy birthday!!!💗💗,positive
35,"RT @xavierofficials: not happy, not sad. just empty, like my wallet.",negative
36,"I’m happy your skin is clearing thoughh 🥳🥳🥰 

Oh and it wasn’t even a full month .. her item shipped 14 days later… https://t.co/wMcIHgtFU4",positive
37,RT @truth_well: Piers Morgan is *not so secretly* obsessed w/ Meghan Markle &amp; I’m happy #TheView played the clip to show where his disdain…,positive
38,@merrellntwinner @thepaulmerrell @veronicamerrell @VanessaMerrell @MerrellTwins Happy Birthday hope u have/had a good one 🎉🎂🥳🎈🎁,positive
39,@silverotter777 Happy Birthday!!! https://t.co/cwbJBK7oIs,positive
40,I GOT SO HAPPY THANK YOU :((( https://t.co/BVBzMeljv4,positive
41,"RT @SETSSGuidance: Happy international women’s day to all! So grateful and happy to work in @StepasideETSS, a school that celebrates and up…",positive
42,i miss love but im happy with peace .,positive
43,"RT @jungwooallday: Men’s Non-No magazine April issue interview

Q. Have you felt that you’ve grown since the last Japanese album?

#JUNGWOO…",negative
44,I’m blessed my dream will come true I believe it god is always with me all the time I’m happy to be alive,positive
45,RT @Ukraine: Happy Stalin’s Death Day! https://t.co/FwNjoADY7E,positive
46,"RT @DawBell: Happy Birthday SUGA! 🎸 @bts_twt

#슈가생일ᄎᄏ
#HappySUGADay https://t.co/ElokET0hKu",positive
47,RT @AfroVII: You can be happy for someone whilst wondering why things aren't popping for you. It's normal and I wish we'd be honest about i…,positive
48,"RT @FallonTonight: Happy birthday, SUGA! 🥳💜

#HappyBirthdayYoongi https://t.co/rSil9LKK3F",positive
49,@ADHDelaide A few of my relatives (all women) had no luck in convincing their doctors they were ADD but those same… https://t.co/vRBnm93joU,positive
50,RT @mint_ch0ch0: @JMNAMORS Happy birthdayyy🥳💜,positive
51,"RT @noonluvlis: ✦⋆⁺🎞⁺ this is her happy face ꔛ📸﹆*

HOUSE AMBASSADOR JENNIE
#JennieCHANELFW2021 https://t.co/a1gcwZB2rr",positive
52,"RT @thvqa: HAPPY YOONGI DAY EVERYONEEEEE
LETS CELEBRATE IT AS IF IT WAS A HOLIDAY ❗️❤️💞🎊🎀🎉
#HappyBirthdayYoongi #HAPPYBDAYYOONGI #AlwaysWit…",positive
53,"@30SECONDSTOMARS 🎉Happy🎊 Birthday🎂
Shannon Leto 🎈💝🎈
Cheers 🍻",positive
54,"RT @IliaCreations: Happy international women’s day! ❤️

Proud to know so many amazing women, truly! 🥰

Support a woman owned business today…",positive
55,@DrRobThompson I am the regimental historian for the 511th PIR in specific and a historian for the 11th Airborne as… https://t.co/gy4vdbkczH,negative
56,RT @hourlyvmk: they’re so happy 🥺 https://t.co/zz99hYR11N,positive
57,"RT @DawBell: Happy Birthday SUGA! 🎸 @bts_twt

#슈가생일ᄎᄏ
#HappySUGADay https://t.co/ElokET0hKu",positive
58,RT @da_keebabyy01: I can sit in my room for hours and be happy as hell lol. Y’all need to learn how to be alone.,positive
59,"RT @CrimMinds_CBS: Five words: Happy Birthday, Matthew Gray @gublernation! (Now you share YOUR five words for him below, ok? ❤️👇) https://t…",positive
60,"RT @mrattkthu: People in Yangon are not afraid of sound grenades anymore. After police fire sound grenade, people shouted out loud ""Happy N…",negative
61,"RT @clippedbypass: I'm happy to announce that @Kalitri4 will start developing for @EtherealScripts ✨✨

Last chance to join us before the UN…",positive
62,@AuthorJFuller I went to Fiverr for my first cover and was happy with the result. It isn't perfectly what is in my… https://t.co/oKPG2sOjOr,positive
63,RT @lauren_zimmy: Nobody is ever going to make you happy except yourself,positive
64,RT @shiraisinspired: Happy international women’s day!! Here’s a reminder that ADHD is disproportionately under-diagnosed in girls and women…,positive
65,"RT @WildpipM: We should have met in Italy last summer with @kinetic_vibe, but at least I am happy to have the chance to meet you all virtua…",negative
66,@itaintaaron u make me happy,positive
67,RT @SaltyPete1: @cuddle_monsta Happy birthday Brenda!!🥰,positive
68,"Happy Birthday Dil Nawaz Khan 🎉

Best Wishes 🎂🎂🎂❤🥳🥳❤
#HBD_Dillu 
@Dil_81 https://t.co/IEEn0npSlO",positive
69,Happy Bday @KiXSTArTV,positive
70,"@_mattfoster2010 Happy Tuesday Matt... Yesss! It is😊
Hopefully it will stay sunny😎",positive
71,"want to find someone's birthday &amp; it's not in their profile?? search their @ and ""birthday""

you'll find tweets of… https://t.co/6Pulyi7dgy",neutral
72,"@TR3x3r @ESLCS Was great to work with, really happy with the outcome!",positive
73,seeing people carry boomboxes on their shoulders the second it gets warm out makes me happy,positive
74,"ㅤ          ㅤ
Frankly speaking, your one and only caretaker loves you. Happy marking our first milestone. I'm blesse… https://t.co/jhtACOUlfi",positive
75,@beverlylove Happy Birthday Bev!! Have a great one!! 🥳🎂,positive
76,"RT @sr5963: 🎈🎉 Happy Birthday to you..🥳🥳🥳
#HBD_Dillu 
@Dil_81 https://t.co/2oxdD1Z0E2",positive
77,RT @PastorEAAdeboye: We are happy to serve the community in whatever capacity we can. We will keep praying and helping in all ways we can t…,positive
78,RT @igirerwandaorg: Happy International Women’s Day! #IWD2021 https://t.co/pk7g34ZjU6,positive
79,@BoozeAndFagz I found it HILARIOUS when he emphasised that his dogs are happy! Perhaps back in England they weren’t… https://t.co/iQxqlaDkoR,positive
80,@lindsay79b Happy birthday Lindsay,positive
81,"RT @its_ksaini: 35. We hope that you are in Divine light &amp; Peace of God, Be Happy wherever you are SushPreet
Getting justice for you &amp; Lovi…",positive
82,RT @masturanuar: my favorite view of anyone is when they are genuinely happy,positive
83,RT @ferdienyaegir: happy international women's day to her,positive
84,@mrttaaa2 Happy birthday 🎈,positive
85,RT @iamcardib: You guys are going to be so happy .I’m soo happy!!! https://t.co/vJi0lORn3k,positive
86,"09/03/21 Happy Yoongi Day!😼

https://t.co/TQvPhhfFGQ",positive
87,@yewandeadeniran happy birthday!,positive
88,"RT @akoposiczarina: not happy, not sad. just empty, like my wallet.",negative
89,"RT @WildpipM: We should have met in Italy last summer with @kinetic_vibe, but at least I am happy to have the chance to meet you all virtua…",negative
90,Happy Yoongi birthday part 2 💓,positive
91,@it_is_ethan I love Harry to death but I also love Zayn and the rest of my boys and there's no reason other artists… https://t.co/Y905jBdg0T,positive
92,"RT @TinyTANofficial: May love and courage always be with you, on this most silent of nights.

#Happy_SUGA_Day #TinyTAN #Birth_Flower #Larch…",positive
93,"RT @CaitCamelia: Men be like happy international women’s day***

***to my mom and the women i’m attracted to",positive
94,"RT @TinyTANofficial: May love and courage always be with you, on this most silent of nights.

#Happy_SUGA_Day #TinyTAN #Birth_Flower #Larch…",positive
95,RT @FilmstoFilms_: Happy birthday to Juliette Binoche! https://t.co/3kqtapfRiK,positive
96,@NAKAMOTOSWAG I am so happy for you!! Vedrai ce la farai,positive
97,@JMarnocha Happy birthday!,positive
98,RT @GOSLlNGS: happy international woman’s day https://t.co/bKCQEzqBs9,positive
99,@milfmcximoff happy birthday!,positive
100,RT @OriginalFunko: Happy International Women's Day! RT &amp; follow @OriginalFunko for the chance to WIN this Spring Convention exclusive Wonde…,positive
